Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
13.100.120,False,False,True,40453,,Asian Art,1913.0,Fan mounted as an album leaf,,China,Ming (1368–1644) or Qing dynasty (1644–1911),,,,,,,,,,,,,,,,,,1368,1911,Fan mounted as an album leaf; ink and color on silk,8 3/4 x 9 1/4 in. (22.2 x 23.5 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40453,https://www.wikidata.org/wiki/Q78856263,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes|Cranes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300254555,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q25365
1985.227.2,False,True,True,40454,,Asian Art,1985.0,Handscroll,元   張羽材   霖雨圖   卷|Beneficent Rain,China,Yuan dynasty (1271–1368),,,,1166,Artist, ,Zhang Yucai,"Chinese, died 1316", ,Zhang Yucai,Chinese,          ,1316      ,,,,early 14th century,1300,1316,Handscroll; ink on silk,"Image: 10 9/16 x 107 in. (26.8 x 271.8 cm)
Overall with mounting: 11 in. x 24 ft. 11 13/16 in. (27.9 x 753.9 cm)","Gift of Douglas Dillon, 1985",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40454,https://www.wikidata.org/wiki/Q78856192,,"Metropolitan Museum of Art, New York, NY",Dragons,http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q7559
13.100.122,False,False,True,40455,,Asian Art,1913.0,Fan mounted as an album leaf,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1644,1911,Fan mounted as an album leaf; ink and color on silk,9 x 8 3/4 in. (22.9 x 22.2 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40455,https://www.wikidata.org/wiki/Q78856119,,"Metropolitan Museum of Art, New York, NY",Men|Mountains|Landscapes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
"1973.120.7a, b",False,False,True,40456,,Asian Art,1973.0,Hanging scrolls,元   李衎   竹石圖   對軸|Bamboo and rocks,China,Yuan dynasty (1271–1368),,,,1166,Artist, ,Li Kan,"Chinese, 1245–1320", ,LI KAN,Chinese,1245      ,1320      ,,http://vocab.getty.edu/page/ulan/500321496,https://www.wikidata.org/wiki/Q834889,dated 1318,1318,1318,Pair of hanging scrolls; ink and color on silk,"Image (each): 74 3/4 x 21 3/4 in. (189.9 x 55.2 cm)
Overall with mounting (each): 106 3/16 x 22 3/8 in. (269.7 x 56.8 cm)
Overall with knobs (each): 106 3/16 x 23 in. (269.7 x 58.4 cm)","Ex coll.: C. C. Wang Family, Gift of The Dillon Fund, 1973
",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40456,https://www.wikidata.org/wiki/Q78856063,,"Metropolitan Museum of Art, New York, NY",Bamboo,http://vocab.getty.edu/page/aat/300311500,https://www.wikidata.org/wiki/Q670887
13.100.125,False,False,True,40457,,Asian Art,1913.0,Fan mounted as an album leaf,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1644,1911,Fan mounted as an album leaf; ink and color on silk,9 3/8 x 10 in. (23.8 x 25.4 cm),"John Stewart Kennedy Fund, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40457,https://www.wikidata.org/wiki/Q78855989,,"Metropolitan Museum of Art, New York, NY",Tigers|Trees|Streams,http://vocab.getty.edu/page/aat/300249063|http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300008699,https://www.wikidata.org/wiki/Q19939|https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q47521
1988.135,False,True,True,40507,210.0,Asian Art,1988.0,Handscroll,元　趙孟頫　趙雍　趙麟　吳興趙氏三世人馬圖　卷|Grooms and horses,China,Yuan dynasty (1271–1368),,,,11642117861167,Artist|Artist|Artist, | | ,Zhao Mengfu|Zhao Yong|Zhao Lin,"Chinese, 1254–1322|Chinese, 1289–after 1360|Chinese, active second half of the 14th century", | | ,Zhao Mengfu|Zhao Yong|ZHAO LIN,Chinese|Chinese|Chinese,1254      |1289      |1350      ,1322      |1360      |1399      ,||,http://vocab.getty.edu/page/ulan/500121418|http://vocab.getty.edu/page/ulan/500331828|,https://www.wikidata.org/wiki/Q197461|https://www.wikidata.org/wiki/Q773258|,dated 1296 and 1359,1296,1359,Handscroll; ink and color on paper,"Image: 11 7/8 x 70 1/8 in. (30.2 x 178.1 cm)
Overall with mounting: 12 1/4 in. x 29 ft. 2 1/2 in. (31.1 x 890.3 cm)","Gift of John M. Crawford Jr., 1988",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40507,https://www.wikidata.org/wiki/Q58464107,,"Metropolitan Museum of Art, New York, NY",Men|Horses,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q726
1973.120.5,False,True,True,40508,,Asian Art,1973.0,Handscroll,"元  趙孟頫  雙松平遠圖  卷|Twin Pines, Level Distance",China,Yuan dynasty (1271–1368),,,,1164,Artist, ,Zhao Mengfu,"Chinese, 1254–1322", ,Zhao Mengfu,Chinese,1254      ,1322      ,,http://vocab.getty.edu/page/ulan/500121418,https://www.wikidata.org/wiki/Q197461,ca. 1310,1310,1310,Handscroll; ink on paper,"Image: 10 9/16 x 42 5/16 in. (26.8 x 107.5 cm)
Overall with mounting: 10 15/16 x 25 ft. 7 11/16 in. (27.8 x 781.5 cm)","Ex coll.: C. C. Wang Family, Gift of The Dillon Fund, 1973",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40508,https://www.wikidata.org/wiki/Q58755570,,"Metropolitan Museum of Art, New York, NY",Landscapes|Trees,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q10884
1973.121.15a–p,False,False,True,40511,,Asian Art,1973.0,Album,元  佚名  倣趙孟頫  九歌圖  冊|Nine Songs,China,Yuan dynasty (1271–1368),,,,1164,Artist,After,Zhao Mengfu,"Chinese, 1254–1322", ,Zhao Mengfu,Chinese,1254      ,1322      ,,http://vocab.getty.edu/page/ulan/500121418,https://www.wikidata.org/wiki/Q197461,14th century (?),1300,1368,Album of eleven paintings; ink on paper,10 3/8 x 6 1/4 in. (26.4 x 15.9 cm),"Ex coll.: C. C. Wang Family, Fletcher Fund, 1973",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40511,https://www.wikidata.org/wiki/Q78855763,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
1980.276,False,False,True,40513,,Asian Art,1980.0,Handscroll,元　王振鵬　維摩不二圖　卷|Vimalakirti and the Doctrine of Nonduality,China,Yuan dynasty (1271–1368),,,,1167,Artist, ,Wang Zhenpeng,"Chinese, active ca. 1275–1330", ,WANG ZHENPENG,Chinese,1265      ,1340      ,,http://vocab.getty.edu/page/ulan/500125699,https://www.wikidata.org/wiki/Q3566124,dated 1308,1308,1308,Handscroll; ink on silk,"Image: 15 7/16 x 85 15/16 in. (39.2 x 218.3 cm)
Overall with mounting: 15 13/16 in. x 29 ft. 4 5/8 in. (40.2 x 895.7 cm)","Purchase, The Dillon Fund Gift, 1980",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40513,https://www.wikidata.org/wiki/Q78855708,,"Metropolitan Museum of Art, New York, NY",Men|Women|Buddhism|Bodhisattvas|Manjushri,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300264360|http://vocab.getty.edu/page/ia/901000407,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q178149|https://www.wikidata.org/wiki/Q471696
66.174a,False,False,True,40514,,Asian Art,1966.0,Handscroll,元  佚名  臨王振鵬  金明池圖  卷|Dragon Boat Regatta on Jinming Lake,China,Yuan dynasty (1271–1368),,,,1167,Artist,After,Wang Zhenpeng,"Chinese, active ca. 1275–1330", ,WANG ZHENPENG,Chinese,1265      ,1340      ,,http://vocab.getty.edu/page/ulan/500125699,https://www.wikidata.org/wiki/Q3566124,14th century (?),1300,1368,Handscroll; ink on silk,Image: 13 1/2 x 17 ft 6 in. (34.3 cm x 53.8 m),"Purchase, Bequest of Dorothy Graham Bennett, 1966",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40514,https://www.wikidata.org/wiki/Q78855648,,"Metropolitan Museum of Art, New York, NY",Lakes|Boats,http://vocab.getty.edu/page/aat/300008680|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q23397|https://www.wikidata.org/wiki/Q35872
1982.1.2,False,False,True,40515,,Asian Art,1982.0,Hanging scroll,元   李堯夫，一山一寧題贊   達摩渡江圖   軸|Bodhidharma crossing the Yangzi River on a reed,China,Yuan dynasty (1271–1368),,,,1167,Artist, ,Li Yaofu,"Chinese, active ca. 1300", ,LI YAOFU,Chinese,1300      ,1300      ,,,,before 1317,1271,1316,Hanging scroll; ink on paper,"Image: 33 3/4 × 13 5/16 in. (85.7 × 33.8 cm)
Overall with mounting: 61 1/4 × 14 in. (155.6 × 35.6 cm)
Overall with knobs: 61 1/4 × 15 7/8 in. (155.6 × 40.3 cm)","Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40515,https://www.wikidata.org/wiki/Q78855580,,"Metropolitan Museum of Art, New York, NY",Buddhism|Men,http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q8441
1982.3.2,False,False,True,40516,,Asian Art,1982.0,Hanging scroll,元   佚名  玉谿思珉題贊   對月圖   軸|Reading a Sutra by Moonlight,China,Yuan dynasty (1271–1368),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,ca. 1332,1322,1337,Hanging scroll; ink on paper,"Image: 29 3/8 x 13 in. (74.6 x 33 cm)
Overall with mounting: 59 x 13 5/8 in. (149.9 x 34.6 cm)
Overall with knobs: 59 x 15 1/2 in. (149.9 x 39.4 cm)","Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40516,https://www.wikidata.org/wiki/Q78855515,,"Metropolitan Museum of Art, New York, NY",Men|Reading|Monks,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300248178|http://vocab.getty.edu/page/aat/300025765,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q199657|https://www.wikidata.org/wiki/Q733786
42.141.6,False,False,True,40521,,Asian Art,1942.0,Hanging scroll,,China,Qing dynasty (1644–1911),,,,,,,,,,,,,,,,,19th century,1800,1899,Hanging scroll; ink and color on silk,"Image: 67 1/2 × 33 1/2 in. (171.5 × 85.1 cm)
Overall with mounting: 9 ft. 1 in. × 41 1/8 in. (276.9 × 104.5 cm)
Overall with knobs: 9 ft. 1 in. × 45 1/4 in. (276.9 × 114.9 cm)","Rogers Fund, 1942",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40521,https://www.wikidata.org/wiki/Q78855441,,"Metropolitan Museum of Art, New York, NY",Portraits|Women|Dragons,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q7559
1986.267.1,False,False,False,40600,,Asian Art,1986.0,Hanging scroll,清  萬上遴  仿倪瓚龍門僧圖  軸 	|Monk of Longmen in Ni Zan Style,China,Qing dynasty (1644–1911),,,,1216,Artist, ,Wan Shanglin,(1739–1813), ,Wan Shanglin,Chinese,1739      ,1813      ,,(not assigned),https://www.wikidata.org/wiki/Q60551386,1800,1800,1800,Hanging scroll; ink on paper,46 3/4 x 14 13/16 in. (118.7 x 37.6 cm),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40600,,,"Metropolitan Museum of Art, New York, NY",,,
1984.274,False,False,True,40987,,Asian Art,1984.0,Handscroll,南宋   傳 劉松年   溪山雪意圖   卷|Snowy landscape with rustic riverside retreat,China,Southern Song dynasty (1127–1279),,,,116881168,Artist|Artist,traditionally attributed to|Attributed to,Gao Keming|Liu Songnian,"ca 1000–1053|Chinese, active ca. 1175–after 1195", | ,GAO KEMING|LIU SONGNIAN, |Chinese,1000      |1175      ,1053      |1195      ,|,|http://vocab.getty.edu/page/ulan/500125669,|https://www.wikidata.org/wiki/Q45580740,ca. late 12th century,1175,1199,Handscroll; ink and color on silk,"Image: 16 3/8 in. × 95 in. (41.6 × 241.3 cm)
Overall with mounting: 16 3/8 in. × 42 ft. 11 5/16 in. (41.6 × 1308.9 cm)","Gift of John M. Crawford Jr., 1984",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40987,https://www.wikidata.org/wiki/Q78855250,,"Metropolitan Museum of Art, New York, NY",Bridges|Rivers|Trees,http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q12280|https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q10884
1989.363.35,False,False,True,41146,,Asian Art,1989.0,Hanging scroll,元  盛懋  秋林漁隱圖  軸|Recluse Fishing by Autumn Trees,China,Yuan dynasty (1271–1368),,,,1169,Artist, ,Sheng Mao,"Chinese, active ca. 1310–1360", ,Sheng Mao,Chinese,1310      ,1360      ,,http://vocab.getty.edu/page/ulan/500325935,https://www.wikidata.org/wiki/Q3481876,dated 1350,1350,1350,Hanging scroll; ink on paper,"Image: 40 3/8 × 13 1/8 in. (102.6 × 33.3 cm)
Overall with mounting: 90 1/2 × 19 3/4 in. (229.9 × 50.2 cm)
Overall with knobs: 90 1/2  × 23 in. (229.9 × 58.4 cm)","Bequest of John M. Crawford Jr., 1988",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/41146,https://www.wikidata.org/wiki/Q78855192,,"Metropolitan Museum of Art, New York, NY",Men|Fishing|Trees,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300239470|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q14373|https://www.wikidata.org/wiki/Q10884
1989.363.39,False,True,True,41154,,Asian Art,1989.0,Hanging scroll,元  倪瓚  江渚風林圖  軸|Wind among the Trees on the Riverbank,China,Yuan dynasty (1271–1368),,,,1169,Artist, ,Ni Zan,"Chinese, 1306–1374", ,NI ZAN,Chinese,1306      ,1374      ,,http://vocab.getty.edu/page/ulan/500323266,https://www.wikidata.org/wiki/Q731030,1363,1363,1363,Hanging scroll; ink on paper,"Image: 23 1/4 x 12 1/4 in. (59.1 x 31.1 cm)
Overall with mounting: 102 1/4 x 22 1/4 in. (259.7 x 56.5 cm)
Overall with knobs: 102 1/4 x 27 1/2 in. (259.7 x 69.9 cm)","Bequest of John M. Crawford Jr., 1988",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/41154,https://www.wikidata.org/wiki/Q78855139,,"Metropolitan Museum of Art, New York, NY",Landscapes|Mountains|Trees,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q10884
1980.426.3,False,False,True,41185,,Asian Art,1980.0,Hanging scroll,元  張羽  松軒春靄圖  軸|Spring Clouds at the Pine Studio,China,Yuan dynasty (1271–1368),,,,1879,Artist, ,Zhang Yu,"Chinese, 1333–1385", ,Zhang Yu,Chinese,1333      ,1333      ,,,,dated 1366,1366,1366,Hanging scroll; ink and color on paper,"Image: 36 1/4 x 12 1/2 in. (92.1 x 31.8 cm)
Overall with mounting: 79 1/2 x 18 1/2 in. (201.9 x 47 cm)
Overall with knobs: 79 1/2 x 20 7/8 in. (201.9 x 53 cm)","Gift of Douglas Dillon, 1980",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/41185,https://www.wikidata.org/wiki/Q78855092,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
1983.85,False,False,True,41191,,Asian Art,1983.0,Hanging scroll,,China,Yuan (1271–1368) or Ming (1368–1644) dynasty,,,,1968,Artist, ,Ni Jing,"Chinese, active late 14th century?", ,Ni Jing,Chinese,1367      ,1399      ,,,,14th century,1367,1399,Hanging scroll; ink and pale color on paper,"Image: 41 15/16 x 9 3/4 in. (106.5 x 24.8 cm)
Overall with mounting: 75 3/4 x 14 1/8 in. (192.4 x 35.9 cm)
Overall with knobs: 75 3/4 x 15 15/16 in. (192.4 x 40.5 cm)","Purchase, Bequest of Dorothy Graham Bennett, 1983",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/41191,https://www.wikidata.org/wiki/Q78855031,,"Metropolitan Museum of Art, New York, NY",Trees,http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q10884
1982.46,False,False,True,41192,,Asian Art,1982.0,Folding fan mounted as an album leaf,元  佚名  古木寒鴉圖  團扇|Crows and Bare Trees in Winter,China,Yuan dynasty (1271–1368),,,,3750,Artist, ,Unidentified artist, ,Chinese,Unidentified artist, ,          ,          ,,,,late 13th or early 14th century,1267,1333,"Fan mounted as an album leaf; ink and color on silk
",Overall with mounting: 16 3/8 x 14 11/16 in. (41.6 x 37.3 cm),"Purchase, The Dillon Fund Gift, 1982
",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/41192,https://www.wikidata.org/wiki/Q78854964,,"Metropolitan Museum of Art, New York, NY",Birds|Trees,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q10884
1973.121.6,False,False,True,41193,,Asian Art,1973.0,Hanging scroll,元  羅稚川  古木寒鴉圖  軸|Crows in Old Trees,China,Yuan dynasty (1271–1368),,,,1169,Artist, ,Luo Zhichuan,"Chinese, active ca. 1300–30", ,Luo Zhichuan,Chinese,1290      ,1340      ,,(not assigned),https://www.wikidata.org/wiki/Q3267623,early 14th century,1300,1330,Hanging scroll; ink and color on silk,"Image: 52 x 31 5/8 in. (132.1 x 80.3 cm)
Overall with mounting: 9 ft. 6 1/4 in. x 38 3/4 in. (290.2 x 98.4 cm)
Overall with knobs: 9 ft. 6 1/4 in. x 42 1/2 in. (290.2 x 108 cm)","Ex coll.: C. C. Wang Family, Purchase, Gift of J. Pierpont Morgan, by exchange, 1973",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/41193,https://www.wikidata.org/wiki/Q78854911,,"Metropolitan Museum of Art, New York, NY",Trees|Birds,http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q5113
1985.214.147,False,False,True,41194,,Asian Art,1985.0,Hanging scroll,元  唐棣  摩詰詩意圖  軸|Landscape after a poem by Wang Wei,China,Yuan dynasty (1271–1368),,,,1163,Artist, ,Tang Di,"Chinese, ca. 1287–1355", ,TANG DI,Chinese,1277      ,1365      ,,http://vocab.getty.edu/page/ulan/500125691,https://www.wikidata.org/wiki/Q834861,dated 1323,1323,1323,Hanging scroll; ink and color on silk,"Image: 50 3/4 x 27 1/16 in. (128.9 x 68.7 cm)
Overall with mounting: 8 ft. 8 1/8 in. x 33 3/4 in. (264.5 x 85.7 cm)
Overall with knobs: 8 ft. 8 1/8 in. x 37 in. (264.5 x 94 cm)","Gift of Ernest Erickson Foundation, 1985",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/41194,https://www.wikidata.org/wiki/Q78854863,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163
1973.121.5,False,False,True,41195,,Asian Art,1973.0,Hanging scroll,元  唐棣  松溪歸漁圖  軸|Returning Fishermen,China,Yuan dynasty (1271–1368),,,,1163,Artist, ,Tang Di,"Chinese, ca. 1287–1355", ,TANG DI,Chinese,1277      ,1365      ,,http://vocab.getty.edu/page/ulan/500125691,https://www.wikidata.org/wiki/Q834861,dated 1342,1342,1342,Hanging scroll; ink and color on silk,"Image: 52 7/8 x 33 7/8 in. (134.3 x 86 cm)
Overall with mounting: 98 3/4 x 38 1/2 in. (250.8 x 97.8 cm)
Overall with knobs: 98 3/4 x 42 3/4 in. (250.8 x 108.6 cm)","Ex coll.: C. C. Wang Family, Purchase, Bequest of Joseph H. Durkee, by exchange, 1973",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/41195,https://www.wikidata.org/wiki/Q78854812,,"Metropolitan Museum of Art, New York, NY",Trees|Men,http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q8441
